F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F19,Classe
1,17,33,3,6,24,1.4166666666666667,2.5384615384615383,2,1,12,3,12,13,18,0.924818704684491,5,Aleatória
0,30,20,13,6,18,3.0,2.2222222222222223,1,2,12,7,10,9,18,0.9709505941661296,20,Aleatória
0,27,23,10,5,19,2.7,2.3,1,1,7,5,10,10,18,0.9953784385316868,17,Aleatória
0,27,23,6,5,27,1.9285714285714286,1.6428571428571428,3,1,19,1,14,14,18,0.9953784385316868,13,Humana
1,23,27,5,6,22,2.090909090909091,2.25,1,1,8,1,11,12,17,0.9953784385316868,12,Aleatória
0,28,22,6,3,25,2.1538461538461537,1.6923076923076923,1,0,12,3,13,13,18,0.9895875209335165,15,Aleatória
0,27,23,4,3,37,1.4210526315789473,1.2105263157894737,5,0,33,1,19,19,17,0.9953784385316868,8,Humana
-1,25,25,5,6,22,2.0833333333333335,2.272727272727273,3,1,13,1,12,11,18,0.9999999997114609,13,Humana
0,29,21,7,5,27,2.0714285714285716,1.5,3,1,20,2,14,14,16,0.9814538947451146,15,Humana
1,21,29,6,5,28,1.5,1.9333333333333333,3,1,17,1,14,15,18,0.9814538947451146,7,Aleatória
1,22,28,4,6,25,1.6923076923076923,2.1538461538461537,2,2,14,2,13,13,18,0.9895875209335165,9,Aleatória
1,18,32,3,6,27,1.2857142857142858,2.2857142857142856,3,3,19,3,14,14,16,0.9426831889669534,4,Humana
1,23,27,3,5,24,1.7692307692307692,2.25,0,1,10,2,13,12,18,0.9953784385316868,10,Aleatória
0,26,24,4,4,38,1.3,1.263157894736842,5,0,32,0,20,19,17,0.9988455357066628,6,Humana
1,24,26,3,3,33,1.411764705882353,1.5294117647058822,3,0,23,0,17,17,17,0.9988455357066628,7,Aleatória
1,24,26,7,5,21,2.1818181818181817,2.3636363636363638,0,1,10,2,11,11,18,0.9988455357066628,13,Aleatória
-1,25,25,6,5,36,1.3888888888888888,1.3157894736842106,4,1,31,1,18,19,17,0.9999999997114609,7,Humana
0,31,19,3,2,36,1.631578947368421,1.0555555555555556,2,0,26,1,19,18,15,0.9580420219377606,12,Humana
0,27,23,7,4,25,2.076923076923077,1.7692307692307692,2,0,14,3,13,13,17,0.9953784385316868,14,Aleatória
1,21,29,5,6,23,1.75,2.4166666666666665,2,2,14,1,12,12,18,0.9814538947451146,9,Humana
1,23,27,5,4,26,1.7692307692307692,1.9285714285714286,1,0,13,1,13,14,18,0.9953784385316868,10,Humana
1,22,28,4,9,13,3.142857142857143,4.0,0,1,3,5,7,7,18,0.9895875209335165,15,Humana
0,26,24,5,3,24,2.1666666666666665,1.8461538461538463,0,0,10,2,12,13,18,0.9988455357066628,14,Aleatória
0,29,21,4,3,36,1.5263157894736843,1.1666666666666667,3,0,28,1,19,18,16,0.9814538947451146,10,Humana
1,20,30,3,4,29,1.3333333333333333,2.0,2,0,18,1,15,15,17,0.9709505941661296,5,Aleatória
0,27,23,12,8,17,3.0,2.5555555555555554,2,1,10,4,9,9,17,0.9953784385316868,18,Humana
-1,25,25,4,4,21,2.272727272727273,2.272727272727273,0,0,5,0,11,11,18,0.9999999997114609,14,Aleatória
1,23,27,3,3,36,1.2777777777777777,1.4210526315789473,6,0,28,0,18,19,17,0.9953784385316868,5,Humana
1,24,26,4,4,39,1.2,1.3,6,0,34,0,20,20,17,0.9988455357066628,4,Humana
0,26,24,3,3,39,1.3,1.2,5,0,32,0,20,20,17,0.9988455357066628,6,Humana
-1,25,25,4,3,31,1.5625,1.5625,2,0,22,1,16,16,18,0.9999999997114609,9,Humana
0,28,22,2,2,40,1.4,1.0476190476190477,5,0,32,0,20,21,16,0.9895875209335165,8,Humana
0,27,23,4,3,36,1.4210526315789473,1.2777777777777777,4,0,30,1,19,18,17,0.9953784385316868,8,Humana
-1,25,25,4,3,33,1.4705882352941178,1.4705882352941178,3,0,23,1,17,17,17,0.9999999997114609,8,Aleatória
0,27,23,3,2,41,1.2857142857142858,1.0952380952380953,5,0,35,1,21,21,15,0.9953784385316868,6,Humana
1,21,29,4,7,19,2.1,2.9,0,2,9,3,10,10,18,0.9814538947451146,11,Aleatória
1,21,29,3,5,25,1.6153846153846154,2.230769230769231,2,2,13,2,13,13,18,0.9814538947451146,8,Aleatória
0,27,23,3,3,38,1.35,1.2105263157894737,3,0,30,0,20,19,17,0.9953784385316868,7,Humana
0,30,20,5,3,26,2.3076923076923075,1.4285714285714286,1,0,17,2,13,14,18,0.9709505941661296,17,Humana
-1,25,25,9,7,27,1.7857142857142858,1.7857142857142858,3,1,19,2,14,14,17,0.9999999997114609,11,Humana
0,27,23,7,5,24,2.25,1.7692307692307692,2,1,16,2,12,13,17,0.9953784385316868,15,Aleatória
1,21,29,2,6,26,1.5,2.230769230769231,1,1,11,4,14,13,18,0.9814538947451146,7,Aleatória
1,23,27,3,5,30,1.5333333333333334,1.6875,3,1,22,2,15,16,17,0.9953784385316868,8,Humana
1,19,31,4,4,26,1.4615384615384615,2.2142857142857144,2,0,14,0,13,14,18,0.9580420219377606,6,Aleatória
0,28,22,4,3,25,2.1538461538461537,1.6923076923076923,0,0,11,1,13,13,17,0.9895875209335165,15,Aleatória
1,20,30,2,4,30,1.25,2.0,3,0,17,2,16,15,17,0.9709505941661296,4,Aleatória
1,21,29,4,5,28,1.4,2.0714285714285716,2,1,19,1,15,14,18,0.9814538947451146,6,Aleatória
1,23,27,5,6,20,2.090909090909091,2.7,0,2,8,1,11,10,17,0.9953784385316868,12,Aleatória
1,22,28,4,3,27,1.5714285714285714,2.0,0,0,14,1,14,14,16,0.9895875209335165,8,Aleatória
1,18,32,6,8,21,1.6363636363636365,2.909090909090909,4,3,15,2,11,11,18,0.9426831889669534,7,Humana
0,27,23,6,4,30,1.8,1.4375,1,0,19,2,15,16,18,0.9953784385316868,12,Aleatória
1,21,29,2,8,29,1.4,1.9333333333333333,2,1,18,6,15,15,18,0.9814538947451146,6,Aleatória
1,19,31,3,7,22,1.7272727272727273,2.5833333333333335,1,2,9,4,11,12,17,0.9580420219377606,8,Aleatória
0,29,21,5,4,25,2.230769230769231,1.6153846153846154,1,0,14,1,13,13,17,0.9814538947451146,16,Humana
1,20,30,5,5,22,1.8181818181818181,2.5,0,1,11,0,11,12,18,0.9709505941661296,9,Aleatória
0,27,23,7,5,24,2.076923076923077,1.9166666666666667,1,1,11,2,13,12,18,0.9953784385316868,14,Aleatória
0,26,24,4,4,35,1.4444444444444444,1.3333333333333333,4,0,27,0,18,18,18,0.9988455357066628,8,Humana
1,24,26,4,4,23,2.0,2.1666666666666665,1,0,11,0,12,12,17,0.9988455357066628,12,Humana
0,38,12,18,5,6,9.5,4.0,0,1,1,13,4,3,15,0.7950402790959832,34,Humana
0,26,24,2,5,39,1.3,1.2,4,1,33,3,20,20,17,0.9988455357066628,6,Humana
0,26,24,4,5,34,1.5294117647058822,1.3333333333333333,3,1,26,1,17,18,18,0.9988455357066628,9,Humana
1,21,29,3,4,30,1.4,1.8125,4,0,19,1,15,16,17,0.9814538947451146,6,Aleatória
0,35,15,7,3,24,2.6923076923076925,1.25,0,0,13,4,13,12,17,0.8812908989421536,22,Aleatória
0,26,24,2,2,42,1.1818181818181819,1.1428571428571428,4,0,36,0,22,21,16,0.9988455357066628,4,Humana
1,22,28,4,5,29,1.4666666666666666,1.8666666666666667,3,2,21,1,15,15,18,0.9895875209335165,7,Humana
-1,25,25,3,3,18,2.5,2.7777777777777777,0,0,0,0,10,9,17,0.9999999997114609,15,Humana
-1,25,25,7,5,26,1.9230769230769231,1.7857142857142858,2,1,18,2,13,14,18,0.9999999997114609,12,Humana
1,24,26,6,4,27,1.7142857142857142,1.8571428571428572,2,0,16,2,14,14,18,0.9988455357066628,10,Aleatória
0,45,5,27,4,4,15.0,2.5,0,0,1,23,3,2,13,0.46899559330074225,42,Humana
1,23,27,3,5,27,1.6428571428571428,1.9285714285714286,3,1,16,2,14,14,18,0.9953784385316868,9,Aleatória
0,26,24,4,6,24,2.1666666666666665,1.8461538461538463,2,1,15,2,12,13,18,0.9988455357066628,14,Humana
1,22,28,4,5,30,1.375,1.8666666666666667,3,1,18,1,16,15,16,0.9895875209335165,6,Aleatória
-1,25,25,6,6,21,2.272727272727273,2.272727272727273,1,1,8,0,11,11,17,0.9999999997114609,14,Aleatória
0,26,24,5,4,31,1.625,1.5,2,0,21,1,16,16,18,0.9988455357066628,10,Humana
1,23,27,4,7,23,1.9166666666666667,2.25,1,1,11,3,12,12,18,0.9953784385316868,11,Aleatória
0,26,24,2,3,36,1.4444444444444444,1.263157894736842,2,0,26,1,18,19,17,0.9988455357066628,8,Humana
0,28,22,4,4,30,1.75,1.4666666666666666,0,0,19,0,16,15,17,0.9895875209335165,12,Aleatória
-1,25,25,5,5,23,2.0833333333333335,2.0833333333333335,1,1,12,0,12,12,18,0.9999999997114609,13,Aleatória
1,22,28,3,5,34,1.2222222222222223,1.6470588235294117,5,1,27,2,18,17,17,0.9895875209335165,4,Humana
0,31,19,8,5,21,2.8181818181818183,1.7272727272727273,1,1,12,3,11,11,17,0.9580420219377606,20,Humana
0,27,23,2,1,45,1.173913043478261,1.0,6,0,42,1,23,23,16,0.9953784385316868,4,Humana
0,29,21,4,2,31,1.8125,1.3125,1,0,19,2,16,16,17,0.9814538947451146,13,Humana
-1,25,25,6,6,22,2.0833333333333335,2.272727272727273,1,1,12,0,12,11,17,0.9999999997114609,13,Humana
0,26,24,3,4,30,1.625,1.6,0,0,17,1,16,15,17,0.9988455357066628,10,Humana
1,11,39,1,29,21,1.0,3.5454545454545454,3,5,21,28,11,11,15,0.7601675026734266,0,Humana
0,27,23,4,4,27,1.9285714285714286,1.6428571428571428,1,0,14,0,14,14,17,0.9953784385316868,13,Aleatória
-1,25,25,4,4,28,1.6666666666666667,1.7857142857142858,0,0,15,0,15,14,17,0.9999999997114609,10,Aleatória
0,30,20,7,4,21,2.727272727272727,1.8181818181818181,1,0,9,3,11,11,17,0.9709505941661296,19,Aleatória
0,27,23,3,2,40,1.2857142857142858,1.15,5,0,33,1,21,20,16,0.9953784385316868,6,Humana
0,26,24,7,7,29,1.7333333333333334,1.6,4,1,25,0,15,15,17,0.9988455357066628,11,Humana
1,24,26,5,4,27,1.7142857142857142,1.8571428571428572,1,0,14,1,14,14,18,0.9988455357066628,10,Aleatória
1,21,29,4,4,28,1.4,2.0714285714285716,3,0,19,0,15,14,18,0.9814538947451146,6,Aleatória
0,27,23,10,7,22,2.4545454545454546,1.9166666666666667,3,2,19,3,11,12,17,0.9953784385316868,16,Humana
0,29,21,9,4,30,1.8125,1.4,2,0,23,5,16,15,18,0.9814538947451146,13,Humana
1,19,31,8,4,23,1.5833333333333333,2.5833333333333335,1,0,13,4,12,12,17,0.9580420219377606,7,Humana
1,24,26,2,3,42,1.0909090909090908,1.2380952380952381,5,0,37,1,22,21,15,0.9988455357066628,2,Humana
0,28,22,5,2,38,1.4,1.1578947368421053,4,0,33,3,20,19,17,0.9895875209335165,8,Humana
0,32,18,7,2,27,2.2857142857142856,1.2857142857142858,1,0,17,5,14,14,18,0.9426831889669534,18,Aleatória
1,23,27,4,6,36,1.2105263157894737,1.5,5,1,32,2,19,18,16,0.9953784385316868,4,Humana
0,32,18,5,5,28,2.1333333333333333,1.2857142857142858,3,1,22,0,15,14,17,0.9426831889669534,17,Humana
0,33,17,7,3,24,2.5384615384615383,1.4166666666666667,2,0,13,4,13,12,17,0.924818704684491,20,Aleatória
0,30,20,5,3,23,2.5,1.6666666666666667,1,0,8,2,12,12,17,0.9709505941661296,18,Aleatória
-1,25,25,3,4,28,1.6666666666666667,1.7857142857142858,1,0,17,1,15,14,17,0.9999999997114609,10,Aleatória
0,28,22,6,5,21,2.5454545454545454,2.0,0,1,7,1,11,11,18,0.9895875209335165,17,Aleatória
0,26,24,4,7,25,2.0,1.8461538461538463,0,1,12,3,13,13,18,0.9988455357066628,13,Aleatória
0,30,20,6,4,22,2.5,1.8181818181818181,1,0,11,2,12,11,17,0.9709505941661296,18,Aleatória
-1,25,25,4,4,27,1.7857142857142858,1.7857142857142858,1,0,16,0,14,14,17,0.9999999997114609,11,Aleatória
0,29,21,4,4,30,1.8125,1.4,0,0,19,0,16,15,18,0.9814538947451146,13,Humana
1,18,32,2,5,33,1.0588235294117647,1.8823529411764706,4,1,25,3,17,17,17,0.9426831889669534,1,Humana
1,24,26,6,7,29,1.6,1.7333333333333334,4,2,24,1,15,15,17,0.9988455357066628,9,Humana
0,27,23,5,3,26,1.9285714285714286,1.7692307692307692,1,0,14,2,14,13,17,0.9953784385316868,13,Aleatória
1,19,31,3,8,22,1.5833333333333333,2.8181818181818183,2,3,14,5,12,11,18,0.9580420219377606,7,Humana
1,20,30,2,7,31,1.25,1.875,2,1,20,5,16,16,17,0.9709505941661296,4,Aleatória
0,27,23,4,2,41,1.2857142857142858,1.0952380952380953,6,0,37,2,21,21,15,0.9953784385316868,6,Humana
0,28,22,4,5,26,2.0,1.6923076923076923,1,2,16,1,14,13,18,0.9895875209335165,14,Aleatória
1,24,26,4,6,20,2.1818181818181817,2.6,1,2,8,2,11,10,17,0.9988455357066628,13,Aleatória
1,22,28,4,7,34,1.2222222222222223,1.6470588235294117,4,1,29,3,18,17,17,0.9895875209335165,4,Humana
-1,25,25,2,3,46,1.0416666666666667,1.0869565217391304,7,0,45,1,24,23,14,0.9999999997114609,1,Humana
0,27,23,4,6,31,1.6875,1.4375,2,1,23,2,16,16,18,0.9953784385316868,11,Humana
1,21,29,4,9,22,1.75,2.6363636363636362,1,1,11,5,12,11,18,0.9814538947451146,9,Aleatória
0,33,17,6,3,24,2.5384615384615383,1.4166666666666667,1,0,14,3,13,12,17,0.924818704684491,20,Aleatória
-1,25,25,4,5,30,1.5625,1.6666666666666667,4,1,21,1,16,15,17,0.9999999997114609,9,Humana
0,27,23,5,3,33,1.588235294117647,1.3529411764705883,5,0,25,2,17,17,17,0.9953784385316868,10,Humana
0,26,24,5,4,29,1.7333333333333334,1.6,3,0,19,1,15,15,17,0.9988455357066628,11,Aleatória
0,27,23,7,4,22,2.4545454545454546,1.9166666666666667,0,0,10,3,11,12,18,0.9953784385316868,16,Aleatória
1,23,27,5,6,25,1.7692307692307692,2.076923076923077,3,3,19,1,13,13,18,0.9953784385316868,10,Humana
0,27,23,7,8,12,3.857142857142857,3.8333333333333335,0,2,3,1,7,6,17,0.9953784385316868,20,Humana
0,26,24,6,10,30,1.625,1.6,4,2,25,4,16,15,17,0.9988455357066628,10,Humana
0,27,23,7,6,27,1.9285714285714286,1.6428571428571428,2,2,20,1,14,14,18,0.9953784385316868,13,Humana
0,27,23,6,6,30,1.6875,1.5333333333333334,4,1,23,0,16,15,18,0.9953784385316868,11,Humana
0,26,24,5,6,31,1.625,1.5,5,1,27,1,16,16,18,0.9988455357066628,10,Humana
-1,25,25,2,3,41,1.1904761904761905,1.1904761904761905,5,0,35,1,21,21,16,0.9999999997114609,4,Humana
1,18,32,3,6,21,1.6363636363636365,2.909090909090909,1,3,10,3,11,11,17,0.9426831889669534,7,Humana
1,21,29,3,7,27,1.5,2.0714285714285716,2,1,16,4,14,14,18,0.9814538947451146,7,Aleatória
0,32,18,14,11,16,3.5555555555555554,2.25,1,2,11,3,9,8,17,0.9426831889669534,23,Humana
0,26,24,5,4,27,1.8571428571428572,1.7142857142857142,3,0,17,1,14,14,17,0.9988455357066628,12,Aleatória
-1,25,25,6,7,21,2.272727272727273,2.272727272727273,1,2,13,1,11,11,18,0.9999999997114609,14,Aleatória
-1,25,25,4,5,27,1.7857142857142858,1.7857142857142858,3,1,17,1,14,14,17,0.9999999997114609,11,Aleatória
1,23,27,4,5,35,1.2777777777777777,1.5,5,1,31,1,18,18,16,0.9953784385316868,5,Humana
1,22,28,7,9,18,2.4444444444444446,2.8,1,2,11,2,9,10,18,0.9895875209335165,13,Humana
1,22,28,4,6,20,2.0,2.8,0,3,9,2,11,10,17,0.9895875209335165,11,Aleatória
1,24,26,6,3,25,1.8461538461538463,2.0,1,0,13,3,13,13,18,0.9988455357066628,11,Aleatória
1,20,30,3,4,31,1.25,1.875,3,0,21,1,16,16,17,0.9709505941661296,4,Humana
0,28,22,7,4,33,1.6470588235294117,1.2941176470588236,4,0,28,3,17,17,18,0.9895875209335165,11,Humana
0,27,23,4,3,29,1.8,1.5333333333333334,1,0,18,1,15,15,18,0.9953784385316868,12,Humana
0,26,24,4,5,35,1.4444444444444444,1.3333333333333333,5,1,29,1,18,18,16,0.9988455357066628,8,Humana
0,27,23,3,2,43,1.2272727272727273,1.0454545454545454,6,0,40,1,22,22,15,0.9953784385316868,5,Humana
0,28,22,5,3,29,1.8666666666666667,1.4666666666666666,1,0,17,2,15,15,18,0.9895875209335165,13,Humana
0,26,24,3,2,41,1.2380952380952381,1.1428571428571428,5,0,35,1,21,21,17,0.9988455357066628,5,Humana
0,27,23,4,3,26,2.076923076923077,1.6428571428571428,1,0,12,1,13,14,18,0.9953784385316868,14,Aleatória
0,28,22,6,3,29,1.8666666666666667,1.4666666666666666,1,0,18,3,15,15,18,0.9895875209335165,13,Aleatória
0,26,24,2,2,46,1.0833333333333333,1.0434782608695652,6,0,44,0,24,23,15,0.9988455357066628,2,Humana
0,26,24,5,3,25,2.0,1.8461538461538463,0,0,11,2,13,13,18,0.9988455357066628,13,Aleatória
0,26,24,15,8,21,2.3636363636363638,2.1818181818181817,2,2,18,7,11,11,17,0.9988455357066628,15,Humana
-1,25,25,3,4,43,1.1363636363636365,1.1363636363636365,6,0,41,1,22,22,15,0.9999999997114609,3,Humana
0,28,22,7,5,19,2.8,2.2,0,1,6,2,10,10,17,0.9895875209335165,18,Aleatória
0,26,24,6,4,30,1.7333333333333334,1.5,2,0,20,2,15,16,18,0.9988455357066628,11,Aleatória
0,40,10,5,1,20,3.6363636363636362,1.0,0,0,11,4,11,10,15,0.7219280945988233,29,Humana
0,27,23,6,4,25,2.076923076923077,1.7692307692307692,3,0,17,2,13,13,17,0.9953784385316868,14,Humana
0,28,22,5,4,27,2.0,1.5714285714285714,3,0,19,1,14,14,17,0.9895875209335165,14,Humana
1,21,29,4,4,26,1.5,2.230769230769231,1,0,17,0,14,13,18,0.9814538947451146,7,Aleatória
